Cleanup Name,Location Address,City Name,State Code,Postal Code,County Name,EPA ID,Brownfields Link CSV,RCRA CSV,Superfund Link CSV,ECHO Link CSV,Response Link CSV,RE-Powering CSV,FRS Link CSV,Map Site CSV
USDHS CG FORT PIERCE FORMER USNAVY SITE BIORKA ISLAND,15 MI SW OF SITKA ON BIORKA ISLAND,SITKA,AK,99835,SITKA CITY AND BOROUGH,AKN001001363,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=1001363,,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110064793512,"https://map22.epa.gov/cimc/latLong&params=56.851328,-135.558078"
USN NAVAL COASTAL SYSTEMS CTR,HWY 98,PANAMA CITY,FL,32407,BAY,FL8170023792,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0401218,,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110064215674,"https://map22.epa.gov/cimc/latLong&params=30.283333,-85.54"
N S I UNITED TECHNOLOGIES CORP,NORDEN PL,NORWALK,CT,06855,FAIRFIELD,CTD089623318,,https://www.epa.gov/hwcorrectiveactionsites/epa-rcra-id-CTD089623318,,https://echo.epa.gov/detailed-facility-report?fid=110063969978,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110063969978,"https://map22.epa.gov/cimc/latLong&params=41.11034,-73.39452"
101ST AIRBORNE DIVISION (AIR ASSAULT),101ST AIRBORNE DIVISION AND FORT CAMPBELL,CLARKSVILLE,TN,42223,MONTGOMERY,TN5210020140,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:RCRA:::::P14_RCRA_HANDLER_ID:TN5210020140,,https://echo.epa.gov/detailed-facility-report?fid=110063989625,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110063989625,"https://map22.epa.gov/cimc/latLong&params=36.610916,-87.46251"
US AIR FORCE PLANT #38,PORTER & BALMER RDS,RANSOMVILLE,NY,14131,NIAGARA,NY8570028391,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0202450,,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110064000343,"https://map22.epa.gov/cimc/latLong&params=43.295968,-78"
FAA-BIG DELTA STATION,FORT GREELY AIRPORT,DELTA JUNCTION,AK,99737,SOUTHEAST FAIRBANKS,AK2210890115,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=1001178,,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110064001770,"https://map22.epa.gov/cimc/latLong&params=63.994547,-145.721642"
BETTIES FIELD,BETTLES AIRPORT 66 54N 151 41W,BETTLES,AK,99726,YUKON-KOYUKUK,AK7690502169,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=1001637,,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110064005446,"https://map22.epa.gov/cimc/latLong&params=66.916667,-151.683333"
BLM ESPANOLA LANDFILL,T20N R9E-SEC 6N MPH,ESPANOLA,NM,87567,SANTA FE ,NM1141199983,"https://cimc.epa.gov/ords/cimc//f?p=121:31::::31,0:P31_ID:64421",,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0604007,,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P33_REF:35272,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110064709668,"https://map22.epa.gov/cimc/latLong&params=35.991667,-106.033333"
NEW RIVER ENERGETICS - RADFORD ARMY AMMUNITION PLANT,STATE RTE 114,RADFORD,VA,24141,PULASKI,VASFN0305556,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0305556,,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110064435936,"https://map22.epa.gov/cimc/latLong&params=37.083333,-80.666667"
SWANSEA SITE,"T 16S,R. 37E.,SEC 24, SE SW, MT DIABLO M",KEELER,CA,93530,INYO,CA2141190577,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0903985,,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110064791211,"https://map22.epa.gov/cimc/latLong&params=36.485,-117.873333"
MOORE AIR BASE,"RTE 3, BLD 6017, BOX 1004",MISSION,TX,78539,HIDALGO,TX0000605393,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0605393,,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110064796671,"https://map22.epa.gov/cimc/latLong&params=,"
HOE CREEK UNDERGROUND COAL GASIFICATION PROJECT,W 1/2 SW 1/4 T47N R72W SEC 7,GILLETTE,WY,82716,CAMPBELL,WY7890093001,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0801280,,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110064797402,"https://map22.epa.gov/cimc/latLong&params=44.293333,-105.501667"
NAVAL FACILITIES ENGINEERING COMM,WESTERN DIV,SAN DIEGO,CA,92136,SAN DIEGO,CA0170024335,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0902710,,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110064797448,"https://map22.epa.gov/cimc/latLong&params=32.69,-117.126667"
MILFORD ARMY RESERVE CENTER,26 SEAMANS LANE,MILFORD,CT,06460,NEW HAVEN COUNTY,CTN000102197,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0102197,,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110064800728,"https://map22.epa.gov/cimc/latLong&params=,"
STANLEY R MICKELSEN SAFEGUARD COMPLEX- (RSL-2) REMOTE SPRINT LA,6 MILES NORTH OF LANGDON,LANGDON,ND,58249,CAVALIER,ND0007812436,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0801714,,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110064801433,"https://map22.epa.gov/cimc/latLong&params=48.8493,-98.43136"
BLM-OLD LYSITE LANDFILL,BADWATER ROAD,LYSITE,WY,82642,FREMONT,WY6141190094,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0801143,,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110064806438,"https://map22.epa.gov/cimc/latLong&params=43.280556,-107.696667"
STANLEY R MICKELSEN SAFEGUARD COMPLEX- (RSL-3) REMOTE SPRINT LA,19 MILES EAST OF LANGDON,LANGDON,ND,58249,CAVALIER,ND0007812456,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0801715,,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110064809177,"https://map22.epa.gov/cimc/latLong&params=48.7639,-97.9852"
USAF DEWLINE SITE POW-1:PT. LONELY,"PITT POINT, 85 MI SE OF BARROW",BARROW,AK,99723,NORTH SLOPE BOROUGH,AK3570028677,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=1000121,,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110064809916,"https://map22.epa.gov/cimc/latLong&params=70.911667,-153.238333"
HOOSIER NF: BRANCHVILLE SITE,811 CONSTITUTION AVENUE,BEDFORD,IN,47421,LAWRENCE COUNTY,IN3122307777,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0506525,,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110064794003,"https://map22.epa.gov/cimc/latLong&params=38.865,-86.49"
US BUREAU OF MINES,626 COCHRANS MILL,BRUCETON,PA,15025,ALLEGHENY COUNTY,PA1141506807,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0303323,,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110064794370,"https://map22.epa.gov/cimc/latLong&params=40.55,-79.941667"
STUTTGART ARMY AIRFIELD,6 MILES N. OF STUTTGART,STUTTGART,AR,72160,PRAIRIE,AR0000605356,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0605356,,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110064798232,"https://map22.epa.gov/cimc/latLong&params=,"
USDA FS MALHEUR NF: IDOL CITY MINE,"FS ROAD 3935 630, T21S R32E SEC 4,9, 20 MI NE OF B",BURNS,OR,97720,HARNEY COUNTY,ORN001002961,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=1002961,,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110064798535,"https://map22.epa.gov/cimc/latLong&params=43.77793,-118.89165"
NEW CASTLE AIR NATIONAL GUARD 1664 TAG FAC,"12 PENNSWAY, GREATER WILMINGTON AIRPORT",NEW CASTLE,DE,19720,NEW CASTLE COUNTY,DE0572824274,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0303705,,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110064795388,"https://map22.epa.gov/cimc/latLong&params=39.816667,-75.541667"
DEFENSE MAPPING AGENCY,925 SPRINGVALE ROAD,GREAT FALLS,VA,22066,FAIRFAX,VAD988203378,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0304467,,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110064796305,"https://map22.epa.gov/cimc/latLong&params=39,-77.345"
BENNETT ARMY NATIONAL GUARD FACILITY,15 MILES SW OF BENNETT,BENNETT,CO,80102,ADAMS,CO4211808015,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0801272,,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110064796582,"https://map22.epa.gov/cimc/latLong&params=39.583333,-104.007778"
SALMON SITE,OFF HIGHWAY 13,BAXTERVILLE,MS,11111,LAMAR COUNTY,MSN000404607,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0404607,,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110067352475,"https://map22.epa.gov/cimc/latLong&params=,"
KNOLIS ATOMIC POWER LABORATORY WINDSOR SITE,PROSPECT HILL ROAD,WINDSOR,CT,06095,HARTFORD COUNTY,CT6890113792,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0101824,,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110069351702,"https://map22.epa.gov/cimc/latLong&params=41.838333,-72.655"
FWS-ASSABET RIVER NATIONAL WILDLIFE REFUGE,680 HUDSON ROAD,SUDBURY,MA,01776,MIDDLESEX,MAN000102086,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0102086,,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070058232,"https://map22.epa.gov/cimc/latLong&params=42.39215,-71.46323"
NATIONAL SECURITY AGENCY,RUMSEY RD B 2,COLUMBIA,MD,21045,HOWARD,MDN000303958,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0303958,,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070058290,"https://map22.epa.gov/cimc/latLong&params=,"
DEER PARK PLANT,6600 LA PORTE FWY,DEER PARK,TX,77536,HARRIS,TXD065096273,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:RCRA:::::P14_RCRA_HANDLER_ID:TXD065096273,,https://echo.epa.gov/detailed-facility-report?fid=110069500864,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110069500864,"https://map22.epa.gov/cimc/latLong&params=29.73,-95.102778"
STATE COLLEGE AIR NATIONAL GUARD,131 W NITTANY AVE,STATE COLLEGE,PA,10001,CENTRE,PAN000303947,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0303947,,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070058354,"https://map22.epa.gov/cimc/latLong&params=40.791169,-77.85834"
FWS-DON EDWARDS SAN FRANCISCO BAY NATIONAL,1290 HOPE STREET,ALVISO,CA,95002,SANTA CLARA,CAN000904152,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0904152,,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070135078,"https://map22.epa.gov/cimc/latLong&params=37.428432,-121.979178"
FWS-OXBOW NATIONAL WILDLIFE REFUGE,STILL RIVER DEPOT ROAD,HARVARD,MA,01451,MIDDLESEX,MAN000102119,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0102119,,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070135134,"https://map22.epa.gov/cimc/latLong&params=42.497116,-71.625554"
MI DEPT/MILITARY & VETERANS AFFAIRS,50 SABRE AVE.,BATTLE CREEK,MI,49037,CALHOUN,MIN000507851,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0507851,,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070135141,"https://map22.epa.gov/cimc/latLong&params=42.317804,-85.249104"
USDOE-BPA ST JOHN SUBSTATION: SOUTH RIVERGATE POND,T2N R1W SEC 35A,PORTLAND,OR,97203,MULTNOMAH,ORN001002186,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=1002186,,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070135215,"https://map22.epa.gov/cimc/latLong&params=45.615139,-122.765806"
PARCEL F AT KAUKAUNA LOCK 3 USACE,1008 AUGUSTINE ST.,KAUKAUNA,WI,54130,OUTAGAMIE,WIN000507850,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0507850,,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070135279,"https://map22.epa.gov/cimc/latLong&params=44.283457,-88.257238"
USGS--LUDINGTON BIOLOGICAL STATION,229 S. JEBAVY DRIVE,LUDGINTON,MI,49431,MASON,MIN000507941,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0507941,,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070253828,"https://map22.epa.gov/cimc/latLong&params=43.952565,-86.419492"
DAKOTA GASIFICATION COMPANY,420 COUNTY ROAD 26,BEULAH,ND,58523,MERCER COUNTY,NDD000690594,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:RCRA:::::P14_RCRA_HANDLER_ID:NDD000690594,,https://echo.epa.gov/detailed-facility-report?fid=110070292846,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070292846,"https://map22.epa.gov/cimc/latLong&params=47.360814,-101.838222"
FORMER MEDIA NIKE MISSILE BATTERY PH-75/78 CONTROL AREA,1011-1017 DELCHESTER ROAD,NEWTOWN SQUARE,PA,19073,"	-- NOT DEFINED --",PA0000306310,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0306310,,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070605709,"https://map22.epa.gov/cimc/latLong&params=39.97222,-75.47613"
UNION CARBIDE CORPORATION - WOODBINE PROPERTY,5954 UNION CARBIDE ROAD,WOODBINE,GA,31569,CAMDEN,GAD981235294,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:RCRA:::::P14_RCRA_HANDLER_ID:GAD981235294,,https://echo.epa.gov/detailed-facility-report?fid=110070685729,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070685729,"https://map22.epa.gov/cimc/latLong&params=30.92516,-81.518625"
WRR ENVIRONMENTAL SERVICES CO INC,5200 RYDER RD,EAU CLAIRE,WI,54701,EAU CLAIRE,WID990829475,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:RCRA:::::P14_RCRA_HANDLER_ID:WID990829475,,https://echo.epa.gov/detailed-facility-report?fid=110070725846,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070725846,"https://map22.epa.gov/cimc/latLong&params=44.75786,-91.45707"
BP CHERRY POINT NON PROCESS FAC,4519 GRANDVIEW RD,BLAINE,WA,98230,WHATCOM,WAD069548154,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:RCRA:::::P14_RCRA_HANDLER_ID:WAD069548154,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=1000780,https://echo.epa.gov/detailed-facility-report?fid=110070752633,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070752633,"https://map22.epa.gov/cimc/latLong&params=48.884,-122.735"
SHELL LUBRICANTS,155 QUAKER STATE RD,NEWELL,WV,26050,HANCOCK,WVD057634776,,https://www.epa.gov/node/126697,,https://echo.epa.gov/detailed-facility-report?fid=110070638238,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070638238,"https://map22.epa.gov/cimc/latLong&params=40.610816,-80.63083"
LAWNDALE ANNEX LAAFB,14724 S AVAIATION BLVD,HAWTHORNE,CA,90260,LOS ANGELES,CA2570090215,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0902738,,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070823075,"https://map22.epa.gov/cimc/latLong&params=33.895,-118.351667"
KERN VALLEY SANITARY LANDFILL,"T25S, R33E, N 1/2 SW 1/4 SEC 35, MDM",KERNVILLE,CA,93238,KERN,CA3141190584,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0904079,,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070823078,"https://map22.epa.gov/cimc/latLong&params=35.709722,-118.405556"
COE CIVIL WILLAMETTE FALLS LOCKS,WEST LINN,WEST LINN,OR,97068,CLACKAMAS,OR4210890097,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=1000542,,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070823082,"https://map22.epa.gov/cimc/latLong&params=45.355722,-122.616139"
USDOI NPS KATMAI NP&P: NAKNEK REC SITE #2,"T17S R44W S25, T18S R44W S4",KING SALMON,AK,99613,BRISTOL BAY,AK0001118769,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=1001848,,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070823091,"https://map22.epa.gov/cimc/latLong&params=58.416667,-154.966667"
USDOI BLM UPPER LITTLE LOST UNAUTH DUMP,12MI NW OF CY T11N R26E S10,CLYDE,ID,83244,BUTTE,ID0141190025,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=1000289,,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070823094,"https://map22.epa.gov/cimc/latLong&params=44.303889,-113.343333"
BLM-RAWLINS LANDFILL,P. O. BOX 953,RAWLINS,WY,82301,"	-- NOT DEFINED --",WYSFN0801681,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0801681,,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070823125,"https://map22.epa.gov/cimc/latLong&params=41.831222,-107.203611"
USARMY NGB KENT,24410 MILITARY RD,KENT,WA,98032,KING,WA1211853055,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=1001795,,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070823146,"https://map22.epa.gov/cimc/latLong&params=47.385,-122.285"
USDOI BLM MERLIN LDFL,"1749 MERLIN ROAD, T35S R6W S27",GRANTS PASS,OR,97526,JOSEPHINE,OR8141190076,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=1000548,,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070823153,"https://map22.epa.gov/cimc/latLong&params=42.5,-123.4"
USDOI BLM SULTAN SHAFT,"TOWNSHIP 29 NORTH, RANGE 8 EAST, SECTION 23",ELK CITY,ID,83525,IDAHO,IDN001020138,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=1020138,,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070823196,"https://map22.epa.gov/cimc/latLong&params=45.84167,-115.42401"
"ARCH WOOD PROTECTION, INC.",1579 KOPPERS RD,CONLEY,GA,30288,DEKALB COUNTY,GAD000821934,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:RCRA:::::P14_RCRA_HANDLER_ID:GAD000821934,,https://echo.epa.gov/detailed-facility-report?fid=110070819480,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070819480,"https://map22.epa.gov/cimc/latLong&params=33.66332,-84.3262"
GALLIPOLIS LOCK AND DAM,OHIO RIVER MP 276.7,GALLIPOLIS FERRY,WV,25515,MASON,WVD988794095,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0304682,,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070822748,"https://map22.epa.gov/cimc/latLong&params=38.681654,-82.18639"
BLM-CARLSBAD LANDFILL,"T21S,R273,S27, W .5, SE 1/4, SW 1/4",CARLSBAD,NM,88220,EDDY,NM1141199991,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0603999,,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070823315,"https://map22.epa.gov/cimc/latLong&params=32.425,-104.24"
GASBUGGY,"T29N, R4W S36; 55 M E. OF FARMINGTON",DULCE (NEAR),NM,87528,RIO ARRIBA,NM3890199976,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0604026,,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070823323,"https://map22.epa.gov/cimc/latLong&params=36.933333,-106.996667"
INSPIRATION CNSLD COPPER-CHRISTMAS AREA,SEC 16-21 T4S R16E,MIAMI,AZ,85537,GILA,AZD008398521,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0900503,,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070822796,"https://map22.epa.gov/cimc/latLong&params=33.385,-110.851667"
BPA-HOT SPRINGS SUBSTATION TLM COMPLEX,"HIGHWAY 28, SOUTH OF HOT SPRINGS",HOT SPRINGS,MT,59845,SANDERS,MTD986066017,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0800875,,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070822797,"https://map22.epa.gov/cimc/latLong&params=47.578333,-114.626667"
MIDDLE MTN SILVEX,9 MILES WEST OF US 666,ALPINE,AZ,85920,GREENLEE,AZ8122390075,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0904140,,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070823463,"https://map22.epa.gov/cimc/latLong&params=33.846667,-109.143333"
